age,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,admin,blue-collar,entrepreneur,housemaid,management,retired,self-employed,services,student,technician,unemployed,unknown
54,1,5,0,1,0,1,5,0,111,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,0,1,0,0,0,0
43,1,0,0,1,0,1,4,4,129,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,0,1,0,0,0,0,0,0,0
59,1,4,0,1,0,1,4,0,142,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0,0,0,0,1,0,0,0,0,0,0,0
53,1,6,0,1,0,1,8,1,352,1,999,0,0,-0.1,93.2,-42,4.191,5195.8,0,0,0,0,0,0,0,0,0,1,0,0
30,2,5,0,0,0,1,8,1,94,1,999,2,0,-3.4,92.649,-30.1,0.714,5017.5,0,1,0,0,0,0,0,0,0,0,0,0
33,1,5,0,0,0,0,2,1,164,3,999,0,0,1.1,93.994,-36.4,4.857,5191,0,0,0,0,0,0,0,1,0,0,0,0
46,1,5,0,0,0,1,1,1,270,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
56,1,2,0,1,1,1,4,4,138,6,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
56,1,6,0,0,0,0,2,0,1461,2,999,0,0,1.1,93.994,-36.4,4.855,5191,1,0,0,0,0,0,0,0,0,0,0,0
29,2,5,0,1,0,1,8,0,43,1,999,0,0,-0.1,93.2,-42,4.021,5195.8,0,0,0,0,0,0,0,1,0,0,0,0
34,2,6,0,0,0,1,4,3,120,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
26,2,4,0,1,0,1,0,1,1447,2,999,0,0,-1.8,92.843,-50,1.811,5099.1,0,0,0,0,0,0,0,0,1,0,0,0
36,2,4,0,1,0,1,4,1,221,8,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
48,1,2,0,1,0,1,5,1,251,3,999,0,0,1.4,93.444,-36.1,4.97,5228.1,0,0,0,1,0,0,0,0,0,0,0,0
47,1,4,0,0,0,1,3,3,544,1,999,0,0,-1.7,94.055,-39.8,0.713,4991.6,0,1,0,0,0,0,0,0,0,0,0,0
28,2,5,0,1,0,1,2,3,106,4,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
27,2,5,0,1,0,1,2,2,240,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
36,2,3,0,1,0,0,2,1,210,1,999,0,0,1.1,93.994,-36.4,4.857,5191,0,0,0,0,0,0,0,1,0,0,0,0
37,1,6,0,1,0,0,1,0,309,4,999,0,0,-1.8,93.075,-47.1,1.479,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
35,2,0,0,1,1,1,4,4,408,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,0,1,0,0,0,0,0,0,0
37,1,5,0,0,0,1,4,2,56,3,999,0,0,1.4,93.918,-42.7,4.968,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
56,1,4,0,1,0,1,5,2,176,7,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,1,0,0,0,0,0
58,1,6,0,0,0,1,5,3,326,4,6,3,1,-1.7,94.027,-38.3,0.895,4991.6,0,0,0,0,0,0,1,0,0,0,0,0
41,1,5,0,1,1,0,3,0,168,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,1,0,0,0,0,0,0,0,0
35,0,4,0,1,0,1,4,3,130,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
42,1,6,0,0,1,1,4,2,65,2,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
36,1,5,0,0,0,0,4,2,110,6,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
18,2,0,0,0,0,0,2,4,110,1,999,2,0,-1.8,93.876,-40,0.672,5008.7,0,0,0,0,0,0,0,0,1,0,0,0
50,1,5,0,1,0,0,2,2,756,1,999,0,0,1.1,93.994,-36.4,4.855,5191,0,0,0,0,0,0,0,0,0,1,0,0
32,0,2,0,1,0,0,2,1,127,2,999,0,0,1.1,93.994,-36.4,4.857,5191,0,0,0,0,1,0,0,0,0,0,0,0
42,1,5,0,0,0,0,3,1,276,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,0,0,0,0,0,0,1,0,0,0,0
37,1,4,0,1,0,1,2,4,133,2,1,1,1,-1.8,92.893,-46.2,1.27,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
22,2,4,0,1,0,0,2,2,100,2,999,0,0,1.1,93.994,-36.4,4.86,5191,0,1,0,0,0,0,0,0,0,0,0,0
27,2,0,0,1,0,1,7,0,512,1,20,4,0,-1.1,94.601,-49.5,0.972,4963.6,0,0,0,0,0,0,0,0,1,0,0,0
30,2,7,0,1,0,1,2,0,26,6,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0,0,0,0,0,0,0,0,0,1,0,0
26,2,5,0,1,0,1,4,1,124,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
33,1,5,0,0,0,0,2,3,25,6,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
28,1,5,0,0,0,0,2,3,337,6,999,0,0,1.1,93.994,-36.4,4.856,5191,1,0,0,0,0,0,0,0,0,0,0,0
37,0,4,0,1,0,1,1,4,343,2,999,1,0,-1.8,93.075,-47.1,1.415,5099.1,0,0,0,0,0,0,1,0,0,0,0,0
43,1,7,0,1,1,1,3,2,1720,1,999,0,0,-1.7,94.055,-39.8,0.729,4991.6,0,1,0,0,0,0,0,0,0,0,0,0
30,1,6,0,1,0,0,6,4,20,1,999,0,0,-1.1,94.199,-37.5,0.886,4963.6,0,0,0,0,1,0,0,0,0,0,0,0
58,0,6,0,0,0,0,2,4,245,2,999,0,0,1.1,93.994,-36.4,4.859,5191,1,0,0,0,0,0,0,0,0,0,0,0
39,1,6,0,0,0,1,5,2,64,2,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
30,1,5,0,0,0,0,3,2,344,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
45,1,7,0,0,0,0,8,2,35,2,999,0,0,-0.1,93.2,-42,4.076,5195.8,0,0,0,0,0,0,0,0,0,1,0,0
45,1,6,0,1,1,1,2,0,300,1,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
53,1,0,0,0,1,1,4,2,821,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
51,1,7,0,0,0,0,2,3,76,1,999,0,0,1.1,93.994,-36.4,4.856,5191,0,0,0,0,0,0,0,0,0,0,1,0
29,2,6,0,0,0,1,5,0,97,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
33,1,4,0,0,0,1,1,4,397,2,999,1,0,-1.8,93.075,-47.1,1.415,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
51,1,2,0,1,0,0,2,4,244,7,999,0,0,1.1,93.994,-36.4,4.856,5191,0,1,0,0,0,0,0,0,0,0,0,0
54,1,5,0,1,0,1,2,2,594,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
57,1,4,0,0,0,1,2,2,563,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
33,2,4,0,1,0,0,3,4,18,1,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
39,1,2,0,0,1,0,2,2,875,5,999,0,0,1.1,93.994,-36.4,4.86,5191,0,1,0,0,0,0,0,0,0,0,0,0
52,1,4,0,1,0,0,4,2,60,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
58,1,5,0,0,0,0,3,2,525,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
23,2,2,0,1,0,0,1,2,287,1,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
37,0,7,0,0,0,1,5,3,65,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
41,2,7,0,1,0,1,5,3,239,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
41,1,6,0,1,0,1,5,1,53,1,999,0,0,1.4,93.444,-36.1,4.97,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
42,1,4,0,0,0,0,4,2,130,1,999,0,0,1.4,93.918,-42.7,4.966,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
46,2,6,0,1,0,1,4,2,154,1,999,0,0,1.4,93.918,-42.7,4.958,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
27,2,6,0,1,0,1,4,2,172,1,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0,0,0,0,0,0,0,0,1,0,0,0
36,2,5,0,0,0,0,4,0,470,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
31,2,6,0,0,0,1,7,3,192,1,3,1,1,-1.1,94.601,-49.5,1.008,4963.6,1,0,0,0,0,0,0,0,0,0,0,0
51,1,0,0,1,0,0,3,0,17,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
43,1,6,0,1,0,1,4,3,261,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,0,0,0,0,0,0,0,0,0
47,1,7,0,1,0,1,2,3,60,1,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0,0,0,0,0,0,0,0,0,1,0,0
28,2,5,0,0,0,0,3,2,1017,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
35,1,5,0,0,0,0,2,4,38,1,999,0,0,1.1,93.994,-36.4,4.859,5191,0,0,0,0,0,0,0,1,0,0,0,0
56,0,6,0,0,0,1,8,4,90,2,999,0,0,-0.1,93.2,-42,4.12,5195.8,0,0,0,0,1,0,0,0,0,0,0,0
32,0,7,0,1,0,0,3,1,118,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0,0,0,0,0,0,1,0,0,0,0,0
32,2,6,0,0,0,1,3,1,1048,1,999,0,0,-2.9,92.963,-40.8,1.266,5076.2,0,0,0,0,0,0,0,0,0,1,0,0
49,0,5,0,0,0,1,4,1,21,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
32,1,5,0,1,0,0,3,0,157,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,0,0,1,0,0,0,0
41,1,6,0,0,0,0,2,3,402,1,999,0,0,1.1,93.994,-36.4,4.857,5191,0,0,0,0,0,0,1,0,0,0,0,0
69,1,6,0,1,0,1,6,0,324,8,999,0,0,-3.4,92.379,-29.8,0.773,5017.5,0,0,0,0,0,1,0,0,0,0,0,0
33,1,4,0,1,1,1,2,1,21,6,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,0,0,0,0,0,0,0,0,0,0,1,0
29,1,5,0,1,0,1,2,3,172,2,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
36,1,5,0,1,0,0,3,4,100,4,999,0,0,1.4,94.465,-41.8,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
39,2,6,0,1,0,1,4,4,258,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
47,1,3,0,0,0,1,5,3,56,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
37,1,5,0,1,0,1,4,3,423,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
39,0,7,0,1,0,1,5,3,1134,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
37,2,6,0,0,0,0,2,0,180,2,999,0,0,1.1,93.994,-36.4,4.855,5191,0,0,1,0,0,0,0,0,0,0,0,0
48,1,6,0,1,0,0,2,1,121,1,999,0,0,1.1,93.994,-36.4,4.857,5191,0,0,0,0,1,0,0,0,0,0,0,0
56,1,6,0,1,0,1,3,4,175,3,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,1,0,0,0,0,0,0,0
51,1,6,0,1,0,0,2,0,317,1,999,0,0,1.1,93.994,-36.4,4.857,5191,0,0,0,0,1,0,0,0,0,0,0,0
30,2,5,0,0,0,1,2,0,226,2,3,2,1,-1.8,93.876,-40,0.682,5008.7,0,0,0,0,0,0,0,0,1,0,0,0
37,0,6,0,1,0,0,2,0,491,1,999,0,0,1.1,93.994,-36.4,4.864,5191,0,0,0,0,0,0,1,0,0,0,0,0
49,1,7,0,0,1,1,4,2,70,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
52,1,7,0,1,0,1,8,0,64,1,999,1,0,-0.1,93.2,-42,4.021,5195.8,0,0,0,0,0,0,0,0,0,1,0,0
55,1,1,0,1,0,1,4,3,92,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
36,1,6,0,1,1,0,3,0,172,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
40,1,3,0,1,0,0,8,2,107,2,999,0,0,-0.1,93.2,-42,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,0
31,2,4,0,1,0,1,4,3,123,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,1,0,0,0,0,0,0,0
54,1,2,0,0,0,1,5,4,50,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
63,1,7,0,1,0,1,2,1,492,1,999,0,0,-1.8,93.876,-40,0.685,5008.7,0,0,0,0,0,1,0,0,0,0,0,0
36,1,4,0,1,1,0,2,0,251,4,999,0,0,1.1,93.994,-36.4,4.859,5191,0,1,0,0,0,0,0,0,0,0,0,0
38,1,7,0,0,0,1,4,4,350,7,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0,0,0,0,0,0,1,0,0,0,0,0
41,1,4,0,1,0,1,2,3,253,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
42,1,4,0,1,0,1,2,0,114,7,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
29,1,6,0,0,0,1,1,1,135,3,999,1,0,-1.8,93.749,-34.6,0.645,5008.7,0,0,0,0,0,0,0,0,0,1,0,0
45,1,4,0,0,1,0,2,4,145,2,999,0,0,1.1,93.994,-36.4,4.859,5191,0,1,0,0,0,0,0,0,0,0,0,0
50,1,3,0,1,0,1,8,1,116,2,999,1,0,-0.1,93.2,-42,4.191,5195.8,0,1,0,0,0,0,0,0,0,0,0,0
56,0,6,0,1,0,1,8,2,110,1,999,0,0,-0.1,93.2,-42,4.076,5195.8,1,0,0,0,0,0,0,0,0,0,0,0
49,1,0,0,1,0,1,4,2,160,14,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
43,2,2,0,1,0,0,2,1,181,2,999,0,0,1.1,93.994,-36.4,4.857,5191,0,1,0,0,0,0,0,0,0,0,0,0
33,0,5,0,0,1,0,1,0,119,1,999,0,0,-1.8,93.075,-47.1,1.479,5099.1,0,0,0,0,0,0,0,1,0,0,0,0
39,0,6,0,1,0,1,0,2,93,1,13,1,1,-1.8,93.369,-34.8,0.65,5008.7,1,0,0,0,0,0,0,0,0,0,0,0
41,2,6,0,1,0,0,2,4,139,1,999,0,0,1.1,93.994,-36.4,4.859,5191,1,0,0,0,0,0,0,0,0,0,0,0
43,1,6,0,1,0,1,8,3,51,4,999,0,0,-0.1,93.2,-42,4.153,5195.8,0,0,0,0,1,0,0,0,0,0,0,0
39,0,3,0,0,0,1,2,4,101,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
38,1,7,0,1,1,1,1,2,117,1,999,0,0,-1.8,93.075,-47.1,1.406,5099.1,0,0,0,0,0,0,0,0,0,1,0,0
32,1,4,0,0,0,0,2,3,1224,8,999,0,0,1.1,93.994,-36.4,4.857,5191,0,1,0,0,0,0,0,0,0,0,0,0
55,0,5,0,0,0,1,4,1,164,7,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,1,0,0,0,0
31,2,5,0,1,1,1,8,3,107,1,999,0,0,-0.1,93.2,-42,4.153,5195.8,0,0,0,0,0,0,0,0,1,0,0,0
22,2,5,0,0,1,1,4,4,349,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,1,0,0,0
35,1,4,0,1,0,0,2,2,440,2,999,0,0,1.1,93.994,-36.4,4.86,5191,0,1,0,0,0,0,0,0,0,0,0,0
25,1,5,0,0,0,1,4,3,1767,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,0,1,0,0,0,0
39,0,4,0,0,0,0,3,0,92,1,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
57,2,0,0,1,0,1,4,3,189,19,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,0,0,0,0,1,0,0,0,0,0,0
51,1,6,0,1,1,1,7,2,236,3,3,1,1,-1.1,94.601,-49.5,0.965,4963.6,1,0,0,0,0,0,0,0,0,0,0,0
39,2,5,0,0,0,0,2,2,206,1,999,0,0,1.1,93.994,-36.4,4.86,5191,0,0,0,0,0,0,0,1,0,0,0,0
55,1,2,0,0,0,1,4,4,469,7,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0,0,0,1,0,0,0,0,0,0,0,0
30,2,5,0,0,0,0,3,4,1242,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,0,0,0,0,0,0,1,0,0,0
44,1,5,0,0,0,1,8,3,43,2,999,0,0,-0.1,93.2,-42,4.153,5195.8,0,0,0,0,0,0,0,1,0,0,0,0
59,1,2,0,1,1,1,4,2,69,1,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,0,0,1,0,0,0,0,0,0,0,0
53,1,6,0,0,0,1,2,4,160,7,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
59,1,2,0,1,0,1,5,1,144,13,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,1,0,0,0,0,0,0
28,1,4,0,0,0,1,2,4,549,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
41,2,6,0,1,0,1,5,3,280,2,999,0,0,-2.9,92.201,-31.4,0.883,5076.2,1,0,0,0,0,0,0,0,0,0,0,0
25,2,5,0,1,0,1,1,4,327,1,999,0,0,-1.8,93.075,-47.1,1.445,5099.1,0,0,0,0,0,0,0,0,1,0,0,0
43,1,2,0,1,1,0,3,4,320,3,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
82,0,2,0,1,0,1,6,2,143,2,999,1,0,-1.1,94.199,-37.5,0.879,4963.6,0,0,0,0,0,1,0,0,0,0,0,0
30,2,5,0,1,0,1,2,2,340,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
34,2,5,0,0,0,1,2,4,391,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,0,0,1,0,0,0,0,0,0,0,0
47,1,3,0,0,0,0,2,2,543,3,999,0,0,1.1,93.994,-36.4,4.855,5191,0,1,0,0,0,0,0,0,0,0,0,0
31,2,7,0,1,0,1,5,1,263,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
48,1,4,0,1,0,1,5,3,100,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,0,0
36,1,5,0,1,0,0,2,1,133,1,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
57,1,6,0,1,1,0,2,1,616,1,999,0,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,0,0,0,0,0,0
42,0,5,0,1,0,0,3,2,143,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,0,0,0,1,0,0,0,0
48,1,6,0,0,0,1,5,3,124,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
32,2,6,0,0,0,0,4,4,85,5,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
59,1,0,0,0,0,1,5,0,80,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,0,1,0,0,0,0,0,0
39,2,6,0,1,0,0,3,1,436,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
59,1,2,0,0,0,0,7,3,2187,1,999,0,0,-3.4,92.431,-26.9,0.737,5017.5,0,0,0,1,0,0,0,0,0,0,0,0
45,0,6,0,1,0,0,2,2,105,1,999,0,0,1.1,93.994,-36.4,4.86,5191,0,0,0,1,0,0,0,0,0,0,0,0
31,2,5,0,1,1,0,2,3,239,2,999,0,0,1.1,93.994,-36.4,4.857,5191,1,0,0,0,0,0,0,0,0,0,0,0
44,2,7,0,0,0,1,4,2,330,3,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
38,2,4,0,1,0,0,2,1,289,3,999,0,0,1.1,93.994,-36.4,4.857,5191,0,1,0,0,0,0,0,0,0,0,0,0
31,2,6,0,1,1,1,8,1,182,3,999,0,0,-0.1,93.2,-42,4.191,5195.8,0,0,0,0,0,0,1,0,0,0,0,0
56,1,3,0,0,0,0,2,0,342,1,999,0,0,1.1,93.994,-36.4,4.855,5191,0,1,0,0,0,0,0,0,0,0,0,0
35,0,5,0,1,0,1,2,3,187,1,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0,1,0,0,0,0,0,0,0,0,0,0
57,1,6,0,1,0,0,2,3,290,2,999,0,0,1.1,93.994,-36.4,4.857,5191,0,0,1,0,0,0,0,0,0,0,0,0
41,2,5,0,1,0,0,2,3,214,1,999,0,0,1.1,93.994,-36.4,4.856,5191,1,0,0,0,0,0,0,0,0,0,0,0
38,1,4,0,1,0,0,2,4,88,2,999,0,0,1.1,93.994,-36.4,4.858,5191,0,1,0,0,0,0,0,0,0,0,0,0
29,2,5,0,1,0,1,5,4,158,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,0,0,0,0,0,1,0,0
45,1,5,0,1,0,1,5,3,94,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,0,1
28,2,4,0,0,1,1,2,3,175,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,1,0,0,0,0,0,0,0,0,0,0,0
40,1,4,0,1,0,1,8,1,414,2,999,3,0,-1.1,94.767,-50.8,1.048,4963.6,0,0,0,0,0,0,0,0,0,1,0,0
54,1,4,0,1,1,1,8,4,101,1,999,0,0,-3.4,92.649,-30.1,0.719,5017.5,0,1,0,0,0,0,0,0,0,0,0,0
35,1,6,0,0,1,1,6,4,242,2,999,1,0,-1.1,94.199,-37.5,0.886,4963.6,1,0,0,0,0,0,0,0,0,0,0,0
32,1,6,0,0,0,1,5,3,127,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
28,2,0,0,0,0,1,5,2,700,4,999,1,0,-2.9,92.201,-31.4,0.829,5076.2,0,0,0,0,0,0,0,0,1,0,0,0
32,2,5,0,0,0,1,8,4,265,1,999,0,0,-0.1,93.2,-42,4.12,5195.8,0,0,0,0,0,0,0,1,0,0,0,0
50,1,6,0,1,0,1,4,4,115,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0,0,0,0,0,0,0,0,0,0
33,0,5,0,0,1,1,8,2,98,1,999,0,0,-0.1,93.2,-42,4.076,5195.8,0,0,0,0,0,0,0,1,0,0,0,0
34,2,7,0,1,0,1,2,2,277,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,0,0,0,0,0,0,0,1,0,0
28,2,7,0,1,0,1,5,2,78,3,999,0,0,-2.9,92.201,-31.4,0.851,5076.2,0,0,0,0,0,0,0,0,0,1,0,0
